NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style;calcul
ANIMALE_HAUT;ACT_ANI_STOCK_DEBUT_QTE_EX5;210;68;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_PRIX_STOCK_EX1;91;72;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_PRIX_STOCK_EX2;121;72;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_PRIX_STOCK_EX3;150;72;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_PRIX_STOCK_EX4;181;72;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_PRIX_STOCK_EX5;210;72;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_VARIATION_STOCK_VALEUR_EX1;91;76;22.84;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_VARIATION_STOCK_VALEUR_EX2;121;76;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_VARIATION_STOCK_VALEUR_EX3;150;76;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_VARIATION_STOCK_VALEUR_EX4;181;76;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_VARIATION_STOCK_VALEUR_EX5;210;76;22.84;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_RENDEMENT_BOT_EX1;91;80;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_RENDEMENT_BOT_EX2;121;80;22.84;1;1;2;G;n;n;
ANIMALE_HAUT;ACT_ANI_RENDEMENT_BOT_EX3;150;80;23;1;1;3;G;n;n;
ANIMALE_HAUT;ACT_ANI_RENDEMENT_BOT_EX4;181;80;23;1;1;4;G;n;n;
ANIMALE_HAUT;ACT_ANI_RENDEMENT_BOT_EX5;210;80;23;1;1;5;G;n;n;
ANIMALE_HAUT;ACT_ANI_MONTANT_UNITAIRE_EX1;91;84;22.84;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_MONTANT_UNITAIRE_EX2;121;84;22.84;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_MONTANT_UNITAIRE_EX3;150;84;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_MONTANT_UNITAIRE_EX4;181;84;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_MONTANT_UNITAIRE_EX5;210;84;23;1;1;1;G;n;n;
ANIMALE_HAUT;ACT_ANI_MONTANT_AIDE_EX1;91;87.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_MONTANT_AIDE_EX2;121;87.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_MONTANT_AIDE_EX3;150;87.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_MONTANT_AIDE_EX4;181;87.75;20.81;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_MONTANT_AIDE_EX5;210;87.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_EX1;91;91.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_EX2;121;91.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_EX3;150;91.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_EX4;181;91.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_EX5;210;91.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_UNITE_EX1;91;95.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_UNITE_EX2;121;95.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_UNITE_EX3;150;95.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_UNITE_EX4;181;95.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT;ACT_ANI_TOTAL_PROD_ACTIVITE_UNITE_EX5;210;95.75;21.83;1;1;1;G;n;g;
ANIMALE_HAUT_FOOTER;ACT_TOTAL_PROD_ANIMAUX_EX1;91;2;22.84;1;1;1;G;n;g;
ANIMALE_HAUT_FOOTER;ACT_TOTAL_PROD_ANIMAUX_EX2;121;2;22.84;1;1;1;G;n;g;
ANIMALE_HAUT_FOOTER;ACT_TOTAL_PROD_ANIMAUX_EX3;150;2;22.84;1;1;1;G;n;g;
ANIMALE_HAUT_FOOTER;ACT_TOTAL_PROD_ANIMAUX_EX4;181;2;22.84;1;1;1;G;n;g;
ANIMALE_HAUT_FOOTER;ACT_TOTAL_PROD_ANIMAUX_EX5;210;2;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_ENTETE;ACTIVITEETALE_ENTETE_NO_CHAMP;0;0;0;1;1;1;G;c;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_DESC_1;6.89;0;44.67;1;8;100;G;c;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_DESCUnit_1;65;0;20.81;1;8;100;G;c;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_MONTANT_1_EX1;91;0;21.83;1;8;100;G;n;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_MONTANT_1_EX2;121;0;22.84;1;8;100;G;n;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_MONTANT_1_EX3;150;0;23;1;8;100;G;n;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_MONTANT_1_EX4;181;0;23;1;8;100;G;n;n;
ANIMALE_CHARGES_LIGNE;ACT_CHARGE_MONTANT_1_EX5;210;0;23;1;8;100;G;n;n;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_UNITE_EX1;91;0;21.83;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_UNITE_EX2;121;0;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_UNITE_EX3;150;0;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_UNITE_EX4;181;0;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_UNITE_EX5;210;0;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_EX1;91;4;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_EX2;121;4;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_EX3;150;4;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_EX4;181;4;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_TOTAL_CHARGES_PROP_EX5;210;4;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACT_EX1;91;17;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACT_EX2;121;17;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACT_EX3;150;17;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACT_EX4;181;17;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACT_EX5;210;17;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_PRCT_MARGE_BRUTE_EX1;91;21;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_PRCT_MARGE_BRUTE_EX2;121;21;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_PRCT_MARGE_BRUTE_EX3;150;21;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_PRCT_MARGE_BRUTE_EX4;181;21;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_PRCT_MARGE_BRUTE_EX5;210;21;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACTIVITE_EX1;91;25;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACTIVITE_EX2;121;25;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACTIVITE_EX3;150;25;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACTIVITE_EX4;181;25;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_ACTIVITE_EX5;210;25;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_TEMOIN_EX1;91;29;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_TEMOIN_EX2;121;29;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_TEMOIN_EX3;150;29;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_TEMOIN_EX4;181;29;22.84;1;1;1;G;n;g;
ANIMALE_CHARGES_FOOTER;ACT_MARGE_BRUTE_TEMOIN_EX5;210;29;22.84;1;1;1;G;n;g;
TAB_ANIMAL_ENTETE;ANIMAL_ENTETE_NOCHAMP;0;0;0;1;1;1;G;c;n;
TAB_ANIMAL_LIGNE;DESC;14.49;2;36.04;1;2;100;G;c;n;
TAB_ANIMAL_LIGNE;EFFECTIF_VENDU_EX1;105;2;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_VENDU_EX2;130;2;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_VENDU_EX3;155;2;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_VENDU_EX4;179;2;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_VENDU_EX5;204;2;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_VENTE_MOYEN_EX1;105;6;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_VENTE_MOYEN_EX2;130;6;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_VENTE_MOYEN_EX3;155;6;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_VENTE_MOYEN_EX4;179;6;20.81;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_VENTE_MOYEN_EX5;204;6;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_VENTE_EX1;105;10.77;16.75;1;2;100;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_VENTE_EX2;130;10.51;17.77;1;2;101;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_VENTE_EX3;155;10.76;16.75;1;2;102;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_VENTE_EX4;179;10.76;14.97;1;2;103;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_VENTE_EX5;204;10.25;18.78;1;2;104;G;n;g;
TAB_ANIMAL_LIGNE;EFFECTIF_ACHETE_EX1;105;14.49;20.81;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_ACHETE_EX2;130;14.49;19.8;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_ACHETE_EX3;155;14.49;20.81;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_ACHETE_EX4;179;14.49;20.81;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_ACHETE_EX5;204;14.49;20.81;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_ACHAT_EX1;105;18;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_ACHAT_EX2;130;18;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_ACHAT_EX3;155;18;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_ACHAT_EX4;179;18;21;1;2;103;G;n;n;
