NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style
BUDGET_TRESO_COURANT_ENTETE;BUDGET_TRESO_COURANT_ENTETE_NOCHAMP;0;0;0;1;1;1;G;n;n
BUDGET_TRESO_COURANT_LIGNE;PRODUIT_DESC;21;0;46;1;7;100;G;c;n
BUDGET_TRESO_COURANT_LIGNE;PRODUIT_VAL_EX1;76;0;29;1;7;100;G;n;n
BUDGET_TRESO_COURANT_LIGNE;PRODUIT_VAL_EX2;114;0;29;1;7;100;G;n;n
BUDGET_TRESO_COURANT_LIGNE;PRODUIT_VAL_EX3;154;0;29;1;7;100;G;n;n
BUDGET_TRESO_COURANT_LIGNE;PRODUIT_VAL_EX4;192;0;29;1;7;100;G;n;n
BUDGET_TRESO_COURANT_LIGNE;PRODUIT_VAL_EX5;231;0;29;1;7;100;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SUBVENTIONS_EXP_EX1;76;0;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SUBVENTIONS_EXP_EX2;114;0;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SUBVENTIONS_EXP_EX3;154;0;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SUBVENTIONS_EXP_EX4;192;0;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SUBVENTIONS_EXP_EX5;231;0;29;1;1;1;G;c;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_FINANCIERS_EX1;76;5;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_FINANCIERS_EX2;114;5;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_FINANCIERS_EX3;154;5;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_FINANCIERS_EX4;192;5;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_FINANCIERS_EX5;231;5;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;AUTRES_RECETTES_EX1;76;9;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;AUTRES_RECETTES_EX2;114;9;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;AUTRES_RECETTES_EX3;154;9;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;AUTRES_RECETTES_EX4;192;9;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;AUTRES_RECETTES_EX5;231;9;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;TOTAL_RECETTES_COURANTES_EX1;76;14;28.93;1;1;1;G;n;g
BUDGET_TRESO_COURANT_FOOTER;TOTAL_RECETTES_COURANTES_EX2;114;14;28.93;1;1;1;G;n;g
BUDGET_TRESO_COURANT_FOOTER;TOTAL_RECETTES_COURANTES_EX3;154;14;28.93;1;1;1;G;n;g
BUDGET_TRESO_COURANT_FOOTER;TOTAL_RECETTES_COURANTES_EX4;192;14;28.93;1;1;1;G;n;g
BUDGET_TRESO_COURANT_FOOTER;TOTAL_RECETTES_COURANTES_EX5;231;14;28.93;1;1;1;G;n;g
BUDGET_TRESO_COURANT_FOOTER;ENGRAIS_EX1;76;18;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ENGRAIS_EX2;114;18;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ENGRAIS_EX3;154;18;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ENGRAIS_EX4;192;18;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ENGRAIS_EX5;231;18;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SEMENCES_EX1;76;23;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SEMENCES_EX2;114;23;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SEMENCES_EX3;154;23;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SEMENCES_EX4;192;23;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;SEMENCES_EX5;231;23;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_VEGETAUX_EX1;76;27;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_VEGETAUX_EX2;114;27;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_VEGETAUX_EX3;154;27;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_VEGETAUX_EX4;192;27;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_VEGETAUX_EX5;231;27;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ALIMENTS_BETAIL_EX1;76;32;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ALIMENTS_BETAIL_EX2;114;32;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ALIMENTS_BETAIL_EX3;154;32;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ALIMENTS_BETAIL_EX4;192;32;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;ALIMENTS_BETAIL_EX5;231;32;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_ANIMAUX_EX1;76;36;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_ANIMAUX_EX2;114;36;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_ANIMAUX_EX3;154;36;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_ANIMAUX_EX4;192;36;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_DEFENSE_ANIMAUX_EX5;231;36;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_REPROD_ANIMALE_EX1;76;41;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_REPROD_ANIMALE_EX2;114;41;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_REPROD_ANIMALE_EX3;154;41;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_REPROD_ANIMALE_EX4;192;41;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;PRODUITS_REPROD_ANIMALE_EX5;231;41;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;EMBALLAGES_EX1;76;45;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;EMBALLAGES_EX2;114;45;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;EMBALLAGES_EX3;154;45;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;EMBALLAGES_EX4;192;45;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;EMBALLAGES_EX5;231;45;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;COMBUSTIBLES_EX1;76;50;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;COMBUSTIBLES_EX2;114;50;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;COMBUSTIBLES_EX3;154;50;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;COMBUSTIBLES_EX4;192;50;29;1;1;1;G;n;n
BUDGET_TRESO_COURANT_FOOTER;COMBUSTIBLES_EX5;231;50;29;1;1;1;G;n;n
