NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style
EMPRUNTS_ENTETE;EMPRUNTS_ENTETE_NOCHAMP;0;0;0;1;1;1;G;n;n
EMPRUNTS_LIGNE;TOP_OBJET;10.48;0;29.7;1;14;100;G;c;n
EMPRUNTS_LIGNE;TOP_MONTANT;40.75;0;11.68;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_DUREE;53.51;0;5.84;1;14;100;G;c;n
EMPRUNTS_LIGNE;TOP_DIFF;61;0;5.08;1;14;100;G;c;n
EMPRUNTS_LIGNE;TOP_TAUX;67.49;0;7.11;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_ANNEE;76;0;7.87;1;14;100;G;c;n
EMPRUNTS_LIGNE;TOP_CAPITAL_RESTANT_DU;85;0;11.93;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_ANNUITES_EX1;101;0;9.9;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_INTERETS_EX1;112;0;9.9;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_ANNUITES_EX2;124;0;9.9;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_INTERETS_EX2;136;0;9.9;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_ANNUITES_EX3;148;0;10.91;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_INTERETS_EX3;159;0;10.41;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_ANNUITES_EX4;171;0;8.88;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_INTERETS_EX4;183;0;10.66;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_ANNUITES_EX5;195;0;10.66;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_INTERETS_EX5;207;0;10.15;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_ANNUITES_EX6;218;0;10.41;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_REMB_INTERETS_EX6;229;0;10.66;1;14;100;G;n;n
EMPRUNTS_LIGNE;TOP_CAPITAL_RESTANT_DU_FIN;243;0;14;1;14;100;G;n;n
EMPRUNTS_FOOTER;TOP_FOOTER_MONTANT;40.49;-0.25;10.91;1;1;1;G;n;n
EMPRUNTS_FOOTER;TOP_FOOTER_DUREE;53;-0.25;3.81;1;1;1;G;c;n
