NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style
RESULTATS_PRODUIT_ENTETE;RESULTATS_PRODUIT_ENTETE_NOCHAMP;0;0;0;1;1;1;G;n;n
RESULTATS_PRODUIT_LIGNE;PRODUIT_DESC;29;0;50;1;12;100;G;c;n
RESULTATS_PRODUIT_LIGNE;PRODUIT_VAL_EX1;87;0;22;1;12;100;G;n;n
RESULTATS_PRODUIT_LIGNE;PRODUIT_VAL_EX2;115;0;22;1;12;100;G;n;n
RESULTATS_PRODUIT_LIGNE;PRODUIT_VAL_EX3;144;0;22;1;12;100;G;n;n
RESULTATS_PRODUIT_LIGNE;PRODUIT_VAL_EX4;173;0;22;1;12;100;G;n;n
RESULTATS_PRODUIT_LIGNE;PRODUIT_VAL_EX5;205;0;22;1;12;100;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_MARCHANDISE_EX1;87;0;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_MARCHANDISE_EX2;115;0;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_MARCHANDISE_EX3;144;0;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_MARCHANDISE_EX4;173;0;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_MARCHANDISE_EX5;205;0;22;1;1;1;G;c;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_VEGETAUX_EX1;87;4;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_VEGETAUX_EX2;115;4;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_VEGETAUX_EX3;144;4;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_VEGETAUX_EX4;173;4;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_VEGETAUX_EX5;205;4;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_ANIMAUX_EX1;87;8;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_ANIMAUX_EX2;115;8;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_ANIMAUX_EX3;144;8;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_ANIMAUX_EX4;173;8;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_PDT_ANIMAUX_EX5;205;8;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_ANIMAUX_EX1;87;12;22;1;1;1;G;n;n
RESULTATS_PRODUIT_FOOTER;VENTE_ANIMAUX_EX2;115;12;22;1;1;1;G;n;n
