NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;gras
AUTREACTIVITE_HAUT;AUTRE_TITRE;47;4;171;1;1;1;G;c;n
AUTREACTIVITE_HAUT;AUTRE_UNITE_EX1;91;18;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_UNITE_EX2;121;18;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_UNITE_EX3;150;18;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_UNITE_EX4;181;18;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_UNITE_EX5;210;18;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_UNITE_RENDEMENT;61;31;22.84;1;1;1;G;c;n
AUTREACTIVITE_HAUT;AUTRE_RENDEMENT_EX1;91;31;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_RENDEMENT_EX2;121;31;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_RENDEMENT_EX3;150;31;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_RENDEMENT_EX4;181;31;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_RENDEMENT_EX5;210;31;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_PRODUITE_EX1;91;35;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_PRODUITE_EX2;121;35;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_PRODUITE_EX3;150;35;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_PRODUITE_EX4;181;35;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_PRODUITE_EX5;210;35;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_VENDUE_EX1;91;39;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_VENDUE_EX2;121;39;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_VENDUE_EX3;150;39;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_VENDUE_EX4;181;39;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_QTE_VENDUE_EX5;210;39;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_PRIX_DE_VENTE_EX1;91;43;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_PRIX_DE_VENTE_EX2;121;43;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_PRIX_DE_VENTE_EX3;150;43;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_PRIX_DE_VENTE_EX4;181;43;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_PRIX_DE_VENTE_EX5;210;43;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_MONTANT_VENTE_EX1;91;47;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_MONTANT_VENTE_EX2;121;47;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_MONTANT_VENTE_EX3;150;47;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_MONTANT_VENTE_EX4;181;47;23;1;1;1;G;n;n
AUTREACTIVITE_HAUT;AUTRE_MONTANT_VENTE_EX5;210;47;23;1;1;1;G;n;n
