NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style
IDENTIFICATION2;MO_TOTAL_MAIN_OEUVRE_EX5;112;41;13;1;1;1;G;n;g
IDENTIFICATION2;INSTALL_SOC_SOCIETE_1;156;25;22;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_DEPOT_DEMANDE_1;183;25;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_DATE_INSTALL_1;203;25;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_TERME_PDE_1;223;25;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_POURCENTAGE_1;242;25;17;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_SOC_SOCIETE_2;156;30;22;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_DEPOT_DEMANDE_2;183;30;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_DATE_INSTALL_2;203;30;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_TERME_PDE_2;223;30;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_POURCENTAGE_2;242;30;17;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_SOC_SOCIETE_3;156;35;22;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_DEPOT_DEMANDE_3;183;35;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_DATE_INSTALL_3;203;35;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_TERME_PDE_3;223;35;18;1;1;1;G;n;n
IDENTIFICATION2;INSTALL_POURCENTAGE_3;242;35;17;1;1;1;G;n;n
IDENTIFICATION2;SURF_SURFACE_TOTALE_EX1;70;79;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_SURFACE_AGRICOLE_UTILISEE_EX1;70;84;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_EN_PROPRIETE_EX1;70;89;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_FERMAGE_EX1;70;94;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_METEYAGE_EX1;70;99;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_MISE_A_DISPO_EX1;70;104;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_AUTRE_EX1;70;109;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_SURFACE_TOTALE_EX2;95;79;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_SURFACE_AGRICOLE_UTILISEE_EX2;95;84;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_EN_PROPRIETE_EX2;95;89;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_FERMAGE_EX2;95;94;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_METEYAGE_EX2;95;99;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_MISE_A_DISPO_EX2;95;104;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_AUTRE_EX2;95;109;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_SURFACE_TOTALE_EX3;120;79;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_SURFACE_AGRICOLE_UTILISEE_EX3;120;84;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_EN_PROPRIETE_EX3;120;89;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_FERMAGE_EX3;120;94;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_METEYAGE_EX3;120;99;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_MISE_A_DISPO_EX3;120;104;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_AUTRE_EX3;120;109;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_SURFACE_TOTALE_EX4;149;79;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_SURFACE_AGRICOLE_UTILISEE_EX4;149;84;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_EN_PROPRIETE_EX4;149;89;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_FERMAGE_EX4;149;94;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_METEYAGE_EX4;149;99;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_MISE_A_DISPO_EX4;149;104;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_AUTRE_EX4;149;109;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_SURFACE_TOTALE_EX5;177;79;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_SURFACE_AGRICOLE_UTILISEE_EX5;177;84;22;1;1;1;G;n;g
IDENTIFICATION2;SURF_EN_PROPRIETE_EX5;177;89;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_FERMAGE_EX5;177;94;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_EN_METEYAGE_EX5;177;99;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_MISE_A_DISPO_EX5;177;104;22;1;1;1;G;n;n
IDENTIFICATION2;SURF_AUTRE_EX5;177;109;22;1;1;1;G;n;n
;;;;;;;;;;
